loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_start_date,loan_status
2218,5431,Home Loan,1479764,10.59,2021-08-10,Active
2219,5683,Car Loan,2774976,14.85,2019-02-06,Active
2220,1184,Personal Loan,1389073,10.59,2022-09-25,Closed
2221,5519,Home Loan,1389796,12.36,2022-01-13,Active
2222,5983,Home Loan,4223867,7.4,2023-02-08,Default
2223,2881,Car Loan,2367309,8.56,2019-10-15,Closed
2224,5685,Personal Loan,4730001,14.74,2023-01-02,Active
2225,1293,Personal Loan,1865621,11.72,2019-02-03,Active
2226,2201,Education Loan,2880146,10.36,2019-09-05,Closed
2227,5482,Education Loan,1594414,7.18,2022-01-31,Closed
2228,1890,Personal Loan,4585165,13.03,2020-02-14,Closed
2229,3646,Car Loan,117348,7.23,2022-01-10,Active
2230,1898,Home Loan,891600,7.5,2021-03-30,Active
2231,5305,Personal Loan,356994,10.83,2021-05-23,Active
2232,2335,Education Loan,3327412,11.91,2019-04-06,Active
2233,4166,Personal Loan,3949583,6.92,2019-10-21,Active
2234,5935,Personal Loan,4720551,6.91,2022-12-30,Active
2235,4453,Education Loan,1170303,13.95,2021-11-09,Default
2236,902,Car Loan,1577713,10.65,2021-11-29,Active
2237,5869,Education Loan,1512219,13.02,2021-12-05,Active
2238,2292,Personal Loan,4555713,9.37,2022-11-05,Closed
2239,2492,Education Loan,4597927,13.85,2018-02-09,Active
2240,628,Car Loan,3432922,12.42,2023-03-31,Active
2241,1324,Education Loan,2180408,11.54,2018-06-01,Active
2242,4181,Personal Loan,4220391,9.32,2020-01-08,Closed
2243,5646,Home Loan,1659344,14.84,2019-03-22,Active
2244,3252,Education Loan,3660098,9.54,2019-04-23,Active
2245,3633,Home Loan,2712467,11.87,2022-01-20,Active
2246,1113,Education Loan,513674,12.42,2020-12-19,Default
2247,4672,Home Loan,1626878,8.99,2021-07-08,Active
2248,4308,Personal Loan,2986609,8.84,2018-05-17,Default
2249,2622,Personal Loan,3939106,11.73,2022-08-23,Default
2250,1752,Education Loan,760878,9.16,2018-09-04,Active
2251,2404,Home Loan,3994041,15.31,2018-10-31,Active
2252,2290,Home Loan,4221516,12.86,2018-09-22,Active
2253,856,Home Loan,1245671,12.94,2022-08-26,Closed
2254,1446,Home Loan,3195671,8.63,2020-03-03,Active
2255,969,Car Loan,1295689,10.43,2018-09-12,Default
2256,4511,Car Loan,3097170,15.14,2018-11-22,Active
2257,1566,Home Loan,4662512,7.45,2019-02-26,Active
2258,1559,Home Loan,1448213,13.4,2018-04-17,Active
2259,5025,Car Loan,1822969,12.65,2018-09-05,Default
2260,5623,Personal Loan,2890231,6.94,2018-05-07,Active
2261,5158,Personal Loan,1586558,10.03,2020-05-10,Active
2262,2353,Car Loan,3490792,7.48,2019-02-17,Active
2263,926,Personal Loan,2747077,15.39,2018-01-05,Active
2264,3554,Personal Loan,1297005,8.74,2021-01-15,Active
2265,469,Home Loan,752023,10.39,2021-12-16,Active
2266,1859,Personal Loan,2278170,7.07,2021-11-30,Closed
2267,5218,Education Loan,3356942,9.67,2023-06-07,Active
2268,262,Personal Loan,677635,8.12,2018-11-06,Active
2269,471,Car Loan,256395,7.23,2020-09-15,Active
2270,5652,Car Loan,4888073,8.04,2023-02-07,Active
2271,3781,Personal Loan,2233800,13.69,2019-01-12,Active
2272,237,Personal Loan,2848611,10.35,2019-09-30,Active
2273,4561,Education Loan,383282,12.98,2021-09-27,Active
2274,2603,Education Loan,4654041,9.79,2019-08-13,Active
2275,5338,Personal Loan,1910526,14.46,2019-07-16,Active
2276,1953,Car Loan,4843350,8.89,2019-11-15,Active
2277,1599,Education Loan,4806348,13.52,2019-09-27,Active
2278,5532,Education Loan,499497,9.22,2020-04-06,Active
2279,4522,Education Loan,4174387,14.71,2020-08-22,Active
2280,5841,Personal Loan,4015320,13.82,2019-08-16,Active
2281,842,Home Loan,4187005,13.62,2020-06-10,Closed
2282,4867,Home Loan,2555956,7.6,2021-04-06,Closed
2283,1618,Car Loan,1242360,12.64,2021-10-06,Default
2284,5488,Education Loan,1979685,10.75,2020-02-04,Active
2285,2053,Car Loan,1669369,15.12,2022-01-30,Active
2286,3473,Car Loan,4338042,8.11,2022-06-08,Active
2287,5904,Car Loan,2176825,7.47,2022-08-24,Active
2288,1162,Home Loan,542815,9.38,2019-06-23,Active
2289,5168,Personal Loan,3872924,11.43,2020-03-17,Active
2290,268,Home Loan,4935248,8.12,2020-06-12,Active
2291,4145,Education Loan,4632353,9.08,2019-03-04,Active
2292,293,Personal Loan,2203768,13.12,2019-06-12,Default
2293,3359,Personal Loan,1624380,14.39,2019-12-12,Active
2294,60,Education Loan,215315,7.82,2021-11-01,Active
2295,388,Car Loan,2137182,10.23,2019-11-14,Active
2296,5059,Personal Loan,439701,12.65,2021-06-24,Active
2297,1135,Car Loan,222251,9.12,2021-04-26,Active
2298,4083,Education Loan,4422226,7.25,2021-09-10,Active
2299,3534,Home Loan,4282115,7.32,2021-01-15,Closed
2300,2534,Home Loan,4035619,9.67,2021-07-28,Active
2301,4325,Education Loan,2477406,9.14,2023-04-23,Active
2302,5816,Education Loan,1787616,9.43,2018-03-29,Active
2303,4631,Home Loan,1450696,13.79,2021-07-27,Active
2304,5775,Home Loan,520243,10.28,2021-08-31,Active
2305,865,Education Loan,4268628,8.39,2022-07-29,Active
2306,3242,Education Loan,742158,11.96,2023-05-05,Active
2307,3230,Home Loan,2542624,6.68,2022-05-25,Active
2308,3740,Car Loan,1097767,9.11,2019-08-26,Active
2309,637,Car Loan,1254780,14.68,2022-01-05,Active
2310,454,Home Loan,2662801,9.37,2022-11-04,Active
2311,654,Home Loan,718010,6.7,2022-01-26,Active
2312,5171,Personal Loan,883232,10.53,2020-07-31,Active
2313,696,Home Loan,235280,12.14,2020-09-08,Active
2314,5761,Home Loan,2950964,10.83,2022-08-31,Closed
2315,1823,Education Loan,3936992,7.6,2020-01-28,Closed
2316,3735,Personal Loan,3559766,10.96,2022-09-21,Active
2317,5662,Education Loan,1172090,10.67,2020-03-22,Default
2318,4960,Education Loan,3983246,14.49,2018-10-26,Closed
2319,4400,Car Loan,1636036,11.19,2019-12-06,Closed
2320,1882,Home Loan,3977749,13.98,2021-12-14,Active
2321,2712,Personal Loan,4402731,7.71,2021-05-24,Active
2322,65,Education Loan,1185226,8.49,2022-07-11,Default
2323,1104,Car Loan,599084,11.58,2022-08-25,Active
2324,4543,Education Loan,2724093,10.04,2023-05-18,Active
2325,5939,Car Loan,3749717,11.15,2021-08-19,Active
2326,3382,Home Loan,2412572,6.84,2021-02-02,Active
2327,4476,Personal Loan,221575,15.1,2018-03-10,Active
2328,1377,Car Loan,1395885,9.73,2018-05-07,Active
2329,5755,Car Loan,4080570,11.94,2019-12-03,Active
2330,122,Car Loan,1375080,12.96,2018-02-03,Active
2331,4364,Education Loan,675526,10.03,2022-07-24,Default
2332,4152,Home Loan,1112342,8.78,2018-03-04,Closed
2333,3053,Home Loan,4020178,9.19,2019-03-31,Closed
2334,5489,Personal Loan,711087,14.56,2018-02-01,Default
2335,1345,Car Loan,4401485,14.11,2018-12-22,Active
2336,5724,Car Loan,488121,13.28,2021-03-03,Active
2337,3696,Car Loan,3746122,8.14,2021-08-21,Active
2338,1319,Personal Loan,466119,7.83,2023-02-02,Active
2339,4439,Home Loan,4502281,11.74,2019-06-27,Active
2340,3141,Education Loan,2053939,13.47,2018-08-13,Active
2341,5680,Education Loan,4866213,6.54,2021-05-19,Closed
2342,2641,Car Loan,2564214,15.24,2018-08-18,Active
2343,3521,Car Loan,3101697,13.16,2021-09-24,Closed
2344,3525,Education Loan,4746269,12.24,2022-12-01,Active
2345,5191,Personal Loan,3982055,9.92,2021-10-17,Active
2346,4533,Education Loan,4575433,12.77,2018-09-28,Active
2347,5313,Home Loan,324688,8.1,2023-05-22,Active
2348,2216,Personal Loan,3410309,14.56,2018-11-02,Closed
2349,2966,Car Loan,3202067,13.35,2018-09-28,Default
2350,3943,Home Loan,3941044,14.04,2020-01-24,Active
2351,1577,Car Loan,3485588,7.78,2020-05-10,Active
2352,214,Home Loan,3054451,10.71,2019-03-10,Active
2353,2112,Home Loan,3379472,9.54,2018-07-26,Closed
2354,3770,Education Loan,3503502,11.65,2021-12-15,Active
2355,2389,Home Loan,887872,9.62,2021-04-22,Active
2356,5810,Personal Loan,3060617,13.13,2023-03-20,Active
2357,1538,Personal Loan,199566,10.53,2023-01-08,Closed
2358,3029,Personal Loan,1117090,9.17,2019-01-14,Default
2359,1418,Home Loan,3183097,11.81,2022-10-06,Active
2360,4438,Education Loan,3142668,9.99,2018-12-14,Active
2361,762,Car Loan,2649778,13.72,2021-02-10,Closed
2362,3803,Personal Loan,3582798,6.82,2019-04-26,Active
2363,2025,Personal Loan,784285,10.02,2021-09-16,Default
2364,2412,Personal Loan,4467849,10.17,2022-06-01,Active
2365,5359,Education Loan,1993789,10.41,2018-04-24,Active
2366,2388,Home Loan,3507775,9.81,2021-08-28,Active
2367,4289,Car Loan,2619823,9.63,2022-03-16,Active
2368,2197,Education Loan,4256752,13.51,2019-10-08,Active
2369,566,Home Loan,4718680,11.0,2021-02-28,Active
2370,4895,Education Loan,3301090,12.64,2019-06-21,Active
2371,1495,Home Loan,4133959,7.2,2021-09-19,Closed
2372,4376,Personal Loan,4454609,11.42,2019-09-19,Active
2373,2826,Home Loan,1629365,15.04,2021-03-15,Active
2374,2685,Personal Loan,4504748,12.49,2018-09-01,Active
2375,4215,Car Loan,2564010,11.58,2022-10-07,Closed
2376,4398,Car Loan,284601,6.75,2020-09-22,Active
2377,4622,Home Loan,4166448,7.29,2021-10-20,Active
2378,3342,Personal Loan,1128090,11.4,2022-07-02,Active
2379,342,Personal Loan,2550147,6.5,2019-04-13,Active
2380,4927,Personal Loan,1542818,10.25,2022-08-21,Active
2381,1660,Car Loan,3013061,13.2,2019-11-12,Active
2382,5294,Education Loan,4162720,10.88,2022-06-27,Default
2383,5361,Home Loan,2329075,8.63,2018-10-17,Active
2384,2188,Personal Loan,109294,7.9,2022-07-12,Active
2385,2805,Home Loan,2066824,9.56,2022-01-28,Default
2386,5691,Personal Loan,4454808,12.56,2019-04-14,Active
2387,1013,Car Loan,4296440,7.88,2018-02-04,Active
2388,1059,Home Loan,483432,10.91,2018-01-19,Active
2389,4584,Education Loan,3330095,9.89,2023-05-31,Active
2390,2181,Home Loan,2976005,6.95,2021-02-24,Active
2391,2736,Home Loan,4547493,15.22,2022-08-25,Active
2392,956,Home Loan,199534,10.63,2020-06-23,Active
2393,5686,Home Loan,1267486,14.9,2020-11-19,Closed
2394,3174,Personal Loan,4514286,11.02,2022-09-17,Active
2395,2810,Personal Loan,1756110,7.03,2018-12-31,Active
2396,255,Home Loan,266869,14.23,2023-04-11,Active
2397,1424,Car Loan,845603,6.79,2021-09-03,Active
2398,2246,Personal Loan,2189640,9.42,2020-10-20,Active
2399,1353,Home Loan,2744058,7.23,2020-12-05,Active
2400,3272,Education Loan,2936393,9.39,2023-04-21,Closed
2401,1731,Education Loan,3654554,10.87,2020-11-23,Active
2402,713,Home Loan,1602055,8.07,2022-02-07,Default
2403,2720,Education Loan,3926263,12.86,2019-08-27,Active
2404,808,Education Loan,2479638,8.01,2020-07-02,Closed
2405,240,Personal Loan,449781,13.93,2021-04-26,Active
2406,4082,Personal Loan,2448614,14.17,2022-07-26,Active
2407,2175,Home Loan,1714323,11.18,2019-11-10,Active
2408,3221,Car Loan,3796525,8.98,2022-03-15,Active
2409,2418,Home Loan,703960,8.6,2020-09-13,Active
2410,4905,Education Loan,1763417,10.8,2021-11-09,Active
2411,3336,Home Loan,2346955,9.53,2022-12-26,Active
2412,994,Education Loan,1554742,13.03,2021-07-18,Active
2413,3403,Personal Loan,142685,7.67,2022-05-31,Active
2414,3680,Education Loan,2215558,15.26,2019-06-20,Active
2415,1970,Personal Loan,4763354,6.87,2021-05-05,Active
2416,2854,Home Loan,2348707,11.13,2021-06-05,Active
2417,5854,Car Loan,1385888,8.81,2021-10-26,Active
2418,5446,Car Loan,3480422,12.12,2022-11-13,Default
2419,4590,Personal Loan,633241,11.04,2019-03-26,Active
2420,652,Education Loan,2410164,13.04,2018-01-24,Closed
2421,4437,Home Loan,2734414,13.11,2022-06-07,Active
2422,4445,Home Loan,4918673,15.12,2023-01-03,Active
2423,5250,Car Loan,3538409,8.61,2018-03-01,Closed
2424,5412,Home Loan,2499963,8.07,2022-02-02,Active
2425,40,Home Loan,2127344,11.26,2023-01-04,Active
2426,2011,Personal Loan,2615602,8.47,2021-09-07,Active
2427,3637,Education Loan,1615229,11.14,2022-10-31,Active
2428,4155,Personal Loan,397918,10.4,2021-10-08,Active
2429,5655,Education Loan,3104822,7.24,2020-02-04,Active
2430,241,Education Loan,357516,9.37,2020-07-29,Active
2431,949,Car Loan,3500648,11.17,2021-06-09,Default
2432,5093,Home Loan,4382104,10.87,2022-12-22,Active
2433,3236,Education Loan,233061,9.14,2018-05-11,Closed
2434,5089,Personal Loan,810169,12.87,2019-04-24,Active
2435,1188,Education Loan,4967529,10.97,2021-11-24,Active
2436,690,Home Loan,3099142,7.36,2023-05-20,Closed
2437,511,Car Loan,421934,14.48,2022-02-17,Closed
2438,3700,Car Loan,2881454,8.84,2023-06-16,Active
2439,78,Home Loan,4101772,13.28,2021-01-26,Active
2440,4420,Home Loan,1461950,10.33,2019-04-17,Active
2441,3436,Personal Loan,1868969,14.09,2018-06-04,Active
2442,4055,Home Loan,2697150,9.21,2018-08-25,Closed
2443,765,Home Loan,3626570,14.25,2022-10-08,Active
2444,2098,Car Loan,2007640,8.33,2022-03-22,Active
2445,1203,Car Loan,2322771,14.72,2023-03-24,Active
2446,5501,Home Loan,3726812,15.31,2018-10-22,Active
2447,2119,Personal Loan,1974187,8.45,2021-11-27,Closed
2448,4333,Home Loan,2438748,7.1,2022-08-07,Closed
2449,1794,Education Loan,3947669,8.04,2019-11-05,Closed
2450,835,Car Loan,4001515,10.65,2023-02-17,Active
2451,214,Personal Loan,3906397,15.44,2018-01-03,Closed
2452,4137,Home Loan,3222208,14.6,2023-01-03,Active
2453,4884,Education Loan,4910562,15.33,2022-09-26,Default
2454,5697,Personal Loan,2473703,13.6,2018-04-16,Active
2455,72,Education Loan,4016287,14.85,2021-07-05,Active
2456,2373,Home Loan,4229046,13.08,2018-11-01,Active
2457,3294,Home Loan,755210,15.03,2022-03-17,Active
2458,5716,Home Loan,3080506,11.66,2019-07-21,Active
2459,592,Home Loan,550881,7.19,2020-06-04,Closed
2460,833,Home Loan,1381027,15.45,2023-02-11,Active
2461,931,Car Loan,739834,8.84,2020-04-20,Active
2462,5469,Personal Loan,2573517,8.88,2019-10-20,Default
2463,1865,Education Loan,3132932,8.77,2020-07-19,Active
2464,1924,Education Loan,458365,6.75,2019-11-18,Active
2465,2158,Education Loan,1488810,14.41,2022-04-15,Active
2466,453,Education Loan,3216168,11.58,2021-01-31,Active
2467,3922,Education Loan,2751747,14.26,2019-01-29,Active
2468,5388,Home Loan,352904,6.83,2018-02-13,Active
2469,5174,Car Loan,4606548,9.62,2020-11-08,Active
2470,4590,Home Loan,1542190,10.98,2023-03-19,Active
2471,1621,Personal Loan,2548466,10.49,2019-03-31,Closed
2472,164,Home Loan,3768459,10.78,2020-10-21,Active
2473,5850,Home Loan,3607369,10.42,2020-04-22,Default
2474,3277,Education Loan,4150072,14.76,2019-07-19,Active
2475,3232,Home Loan,2823027,14.19,2018-06-05,Active
2476,1383,Car Loan,1036811,14.22,2019-10-15,Active
2477,1853,Education Loan,3316197,8.59,2018-10-01,Closed
2478,5127,Education Loan,2680737,11.17,2020-12-03,Active
2479,5783,Car Loan,2384291,13.42,2018-12-20,Active
2480,2956,Car Loan,393563,11.53,2022-08-24,Active
2481,995,Home Loan,967781,11.76,2018-12-04,Active
2482,5905,Car Loan,3318101,11.19,2018-05-15,Active
2483,5186,Home Loan,3077088,7.31,2018-08-16,Active
2484,5957,Personal Loan,1045203,6.92,2020-08-13,Active
2485,2426,Personal Loan,4742515,15.29,2022-07-23,Active
2486,4177,Car Loan,1361733,10.45,2022-10-19,Closed
2487,2702,Home Loan,1089707,8.14,2018-04-28,Active
2488,2288,Home Loan,113240,13.07,2020-08-20,Active
2489,1551,Personal Loan,2497112,8.01,2023-01-19,Closed
2490,1199,Car Loan,3911268,10.22,2019-07-24,Closed
2491,1403,Education Loan,1570259,11.31,2020-04-22,Active
2492,2032,Education Loan,2747247,8.01,2019-11-29,Active
2493,5108,Personal Loan,2377650,9.07,2022-03-11,Active
2494,1691,Car Loan,4218741,8.9,2018-02-28,Closed
2495,3233,Home Loan,3552636,7.46,2022-10-18,Closed
2496,4634,Personal Loan,1353438,7.77,2021-09-29,Closed
2497,3036,Home Loan,1982915,11.32,2019-07-12,Active
2498,2502,Education Loan,2278266,6.51,2021-04-09,Active
2499,4294,Education Loan,1047484,11.89,2018-08-12,Closed
2500,170,Car Loan,140631,13.65,2022-03-14,Closed
2501,5079,Car Loan,1330548,10.32,2022-12-22,Active
2502,2075,Car Loan,1581581,10.86,2020-05-10,Active
2503,1465,Education Loan,1865677,10.86,2018-10-22,Closed
2504,2115,Personal Loan,243674,7.87,2019-09-27,Active
2505,844,Car Loan,1756115,9.35,2021-09-07,Active
2506,1445,Car Loan,945644,10.55,2021-03-19,Closed
2507,2496,Education Loan,3568355,8.0,2021-11-28,Active
2508,1844,Home Loan,255442,11.17,2022-05-30,Active
2509,4843,Education Loan,3364353,9.73,2018-12-18,Closed
2510,1580,Car Loan,1084606,11.87,2021-05-13,Active
2511,2278,Car Loan,1945199,13.33,2022-11-20,Closed
2512,2468,Education Loan,4723995,7.43,2018-02-09,Closed
2513,4204,Home Loan,4560171,9.07,2023-01-24,Active
2514,136,Education Loan,1790813,8.67,2020-12-28,Active
2515,4765,Car Loan,4004969,6.66,2022-01-28,Active
2516,5715,Personal Loan,1647660,6.84,2019-05-18,Closed
2517,5398,Education Loan,540340,13.51,2019-07-23,Default
2518,4192,Car Loan,818884,10.62,2018-12-26,Active
2519,4318,Car Loan,4575028,8.39,2020-01-03,Active
2520,3610,Personal Loan,4632309,9.52,2019-07-28,Closed
2521,2525,Education Loan,2726421,13.27,2018-03-23,Active
2522,2852,Home Loan,1161266,6.5,2020-06-06,Closed
2523,398,Education Loan,1767914,8.53,2019-04-11,Active
2524,1236,Car Loan,1501133,13.27,2021-08-05,Active
2525,5138,Car Loan,2508535,14.83,2018-03-12,Active
2526,3102,Personal Loan,3703368,8.26,2022-11-17,Active
2527,1459,Home Loan,1675247,12.16,2020-12-20,Active
2528,439,Home Loan,770082,11.83,2020-02-12,Closed
2529,5794,Personal Loan,4635862,7.23,2019-08-21,Active
2530,5106,Car Loan,4109575,6.95,2021-10-21,Default
2531,2147,Home Loan,554836,14.51,2019-03-18,Active
2532,1914,Personal Loan,2016850,11.77,2023-01-10,Closed
2533,664,Home Loan,116748,11.84,2019-10-13,Active
2534,840,Education Loan,1562537,13.28,2018-06-18,Active
2535,3641,Car Loan,1122012,8.87,2018-05-14,Active
2536,3594,Home Loan,2232599,13.42,2019-03-17,Active
2537,2400,Car Loan,4508238,8.07,2021-06-24,Active
2538,5169,Education Loan,3672586,14.42,2020-06-11,Default
2539,5863,Education Loan,160132,11.23,2023-06-24,Active
2540,2689,Education Loan,3084601,12.81,2022-05-14,Active
2541,2042,Education Loan,906272,9.07,2021-10-18,Closed
2542,209,Education Loan,3893364,9.3,2023-04-21,Closed
2543,1305,Personal Loan,2137291,7.14,2022-08-15,Active
2544,4833,Personal Loan,2186172,10.98,2020-05-20,Default
2545,4000,Personal Loan,168231,9.15,2020-11-03,Active
2546,5238,Home Loan,4786473,12.99,2021-11-02,Active
2547,54,Personal Loan,1484651,15.44,2021-01-19,Active
2548,1229,Education Loan,4142957,12.52,2020-06-17,Closed
2549,4507,Personal Loan,397340,6.58,2022-07-06,Active
2550,564,Education Loan,4390539,9.01,2018-12-02,Closed
2551,1925,Home Loan,2435159,10.54,2022-10-07,Active
2552,289,Personal Loan,4608782,13.65,2019-08-09,Closed
2553,944,Personal Loan,2309761,6.85,2021-01-16,Active
2554,1866,Personal Loan,3224747,15.26,2018-08-28,Active
2555,3243,Education Loan,4829409,8.94,2022-11-04,Default
2556,1068,Home Loan,3247633,14.4,2021-04-05,Active
2557,3966,Home Loan,1994637,11.88,2018-09-13,Active
2558,493,Personal Loan,355170,13.29,2022-01-03,Active
2559,5403,Personal Loan,3113900,13.88,2022-06-29,Active
2560,3526,Car Loan,1511456,7.59,2021-11-23,Active
2561,4405,Personal Loan,4993656,9.19,2022-08-31,Active
2562,1472,Personal Loan,1365457,6.62,2018-08-01,Active
2563,1994,Car Loan,4815699,12.92,2021-05-17,Active
2564,4669,Home Loan,1335205,11.55,2021-06-22,Active
2565,5049,Car Loan,4457000,7.23,2022-02-13,Active
2566,996,Personal Loan,4263529,14.89,2019-03-10,Active
2567,922,Education Loan,1833867,11.14,2018-08-23,Closed
2568,1956,Education Loan,826042,10.68,2023-03-20,Default
2569,2219,Car Loan,1233321,9.38,2021-10-18,Closed
2570,3006,Home Loan,1349362,10.69,2023-01-21,Active
2571,1619,Car Loan,2855430,7.79,2019-07-01,Active
2572,1028,Education Loan,2725723,15.38,2019-07-26,Active
2573,4810,Education Loan,2292382,8.52,2021-05-24,Active
2574,4347,Car Loan,848443,9.87,2020-01-29,Active
2575,5806,Personal Loan,3861421,11.89,2023-01-20,Closed
2576,3372,Home Loan,4181727,11.88,2022-09-18,Active
2577,5543,Personal Loan,1797994,8.3,2019-10-25,Default
2578,4892,Home Loan,864242,14.04,2019-08-20,Active
2579,2682,Personal Loan,4637981,13.44,2023-01-05,Closed
2580,803,Car Loan,4143760,11.15,2020-10-08,Active
2581,5491,Home Loan,1089315,8.83,2022-02-05,Active
2582,5600,Education Loan,2857420,7.68,2022-07-17,Active
2583,2519,Home Loan,4798686,14.64,2021-04-23,Active
2584,4732,Car Loan,2461252,8.16,2018-10-30,Default
2585,1032,Education Loan,2409084,9.54,2021-11-02,Active
2586,1409,Car Loan,262494,9.62,2022-04-30,Closed
2587,235,Car Loan,1413273,7.51,2023-03-26,Active
2588,2726,Home Loan,3391013,11.72,2022-12-09,Active
2589,218,Home Loan,4478016,14.47,2020-09-23,Active
2590,1740,Education Loan,2135706,10.7,2018-06-12,Active
2591,3353,Home Loan,3415550,8.96,2019-04-06,Active
2592,2132,Personal Loan,4518951,9.0,2021-11-02,Active
2593,3995,Home Loan,1684888,15.19,2020-02-03,Active
2594,5097,Car Loan,1491664,7.92,2021-04-06,Closed
2595,2390,Education Loan,4419422,13.54,2018-03-15,Active
2596,5165,Personal Loan,3228801,11.98,2020-07-24,Active
2597,4159,Car Loan,2051480,7.98,2020-03-28,Active
2598,5063,Home Loan,125559,12.74,2022-02-21,Active
